[2026-05-19T17:22:35+0300] Launching realtime watcher process...
2026-05-19 17:22:36,947 DEBUG asyncio | Using selector: KqueueSelector
2026-05-19 17:22:59,098 DEBUG websockets.client | < Access-Control-Allow-Methods: GET,HEAD,PUT,PATCH,POST,DELETE,OPTIONS,TRACE,CONNECT
2026-05-19 17:22:59,098 DEBUG websockets.client | < Access-Control-Max-Age: 3600
2026-05-19 17:22:59,098 DEBUG websockets.client | < sb-gateway-version: 1
2026-05-19 17:22:59,098 DEBUG websockets.client | < sb-project-ref: gsdrcyrduxbrxgsvhxvr
2026-05-19 17:22:59,098 DEBUG websockets.client | < sb-request-id: 019e409f-12bf-73d8-a4cb-0bf522ea52fb
2026-05-19 17:22:59,098 DEBUG websockets.client | < Set-Cookie: __cf_bm=GI5r5vMxq4_i.IYRxa0qjVCaRSIcO5y9TqXun9vEG70-1779200627-1.0.1.1-YNiI4.EqaB_vRk7wPc2wQ1bouHHZtWOPMVvzCCYVHTYvfnFyQB6KjqZk_aIqyCdJlZAXpov.jgqnmTrdxIu9eNDAqtO4bfz0oX0Tq_htJUc; path=/; expires=Tue, 19-May-26 14:53:47 GMT; domain=.supabase.co; HttpOnly; Secure; SameSite=None
2026-05-19 17:22:59,098 DEBUG websockets.client | < Strict-Transport-Security: max-age=31536000; includeSubDomains; preload
2026-05-19 17:22:59,098 DEBUG websockets.client | < Server: cloudflare
2026-05-19 17:22:59,098 DEBUG websockets.client | < CF-RAY: 9fe3c2f1291b64ec-TLV
2026-05-19 17:22:59,098 DEBUG websockets.client | < alt-svc: h3=":443"; ma=86400
2026-05-19 17:22:59,098 DEBUG websockets.client | < [body] (99 bytes)
2026-05-19 17:22:59,099 DEBUG websockets.client | > EOF
2026-05-19 17:22:59,099 DEBUG websockets.client | x closing TCP connection
2026-05-19 17:22:59,099 ERROR realtime._async.client | Connection attempt failed: server rejected WebSocket connection: HTTP 401
2026-05-19 17:22:59,099 DEBUG realtime._async.client | Retry 3/5: Next attempt in 4.00s (backoff=1.0s)
2026-05-19 17:22:59,099 DEBUG websockets.client | < EOF
2026-05-19 17:22:59,100 DEBUG websockets.client | = connection is CLOSED
2026-05-19 17:23:03,115 DEBUG websockets.client | = connection is CONNECTING
2026-05-19 17:23:03,141 DEBUG websockets.client | > GET /realtime/v1/websocket?apikey=YOUR_KEY_HERE HTTP/1.1
2026-05-19 17:23:03,141 DEBUG websockets.client | > Host: gsdrcyrduxbrxgsvhxvr.supabase.co
2026-05-19 17:23:03,141 DEBUG websockets.client | > Upgrade: websocket
2026-05-19 17:23:03,141 DEBUG websockets.client | > Connection: Upgrade
2026-05-19 17:23:03,141 DEBUG websockets.client | > Sec-WebSocket-Key: vrqCcRnT4uvEkp/0WYXWUw==
2026-05-19 17:23:03,141 DEBUG websockets.client | > Sec-WebSocket-Version: 13
2026-05-19 17:23:03,141 DEBUG websockets.client | > Sec-WebSocket-Extensions: permessage-deflate; client_max_window_bits
2026-05-19 17:23:03,141 DEBUG websockets.client | > User-Agent: Python/3.13 websockets/15.0.1
2026-05-19 17:23:03,191 DEBUG websockets.client | < HTTP/1.1 401 Unauthorized
2026-05-19 17:23:03,192 DEBUG websockets.client | < Date: Tue, 19 May 2026 14:23:51 GMT
2026-05-19 17:23:03,192 DEBUG websockets.client | < Content-Type: application/json;charset=UTF-8
2026-05-19 17:23:03,192 DEBUG websockets.client | < Content-Length: 99
2026-05-19 17:23:03,192 DEBUG websockets.client | < Connection: keep-alive
2026-05-19 17:23:03,192 DEBUG websockets.client | < Access-Control-Allow-Origin: *
2026-05-19 17:23:03,192 DEBUG websockets.client | < Access-Control-Allow-Methods: GET,HEAD,PUT,PATCH,POST,DELETE,OPTIONS,TRACE,CONNECT
2026-05-19 17:23:03,192 DEBUG websockets.client | < Access-Control-Max-Age: 3600
2026-05-19 17:23:03,192 DEBUG websockets.client | < sb-gateway-version: 1
2026-05-19 17:23:03,192 DEBUG websockets.client | < sb-project-ref: gsdrcyrduxbrxgsvhxvr
2026-05-19 17:23:03,192 DEBUG websockets.client | < sb-request-id: 019e409f-22b3-75bd-8442-de9f5efdaa05
2026-05-19 17:23:03,192 DEBUG websockets.client | < Set-Cookie: __cf_bm=4hgvNj_7zu0C3qXE4olm1eKThuLwdaeUhWnBLSXMe60-1779200631-1.0.1.1-kb9lM1AExfoQvyQOqFQmuEuoDL1p6rplzzEeIQuph7ypP4krwFi8AyV15g7ndfdPzgXlwVwxm5AsobtOAXFv.nMaT5M5UOM5iinRG2auFOA; path=/; expires=Tue, 19-May-26 14:53:51 GMT; domain=.supabase.co; HttpOnly; Secure; SameSite=None
2026-05-19 17:23:03,192 DEBUG websockets.client | < Strict-Transport-Security: max-age=31536000; includeSubDomains; preload
2026-05-19 17:23:03,192 DEBUG websockets.client | < Server: cloudflare
2026-05-19 17:23:03,192 DEBUG websockets.client | < CF-RAY: 9fe3c30a9d068e44-TLV
2026-05-19 17:23:03,193 DEBUG websockets.client | < alt-svc: h3=":443"; ma=86400
2026-05-19 17:23:03,193 DEBUG websockets.client | < [body] (99 bytes)
2026-05-19 17:23:03,193 DEBUG websockets.client | > EOF
2026-05-19 17:23:03,193 DEBUG websockets.client | x closing TCP connection
2026-05-19 17:23:03,193 ERROR realtime._async.client | Connection attempt failed: server rejected WebSocket connection: HTTP 401
2026-05-19 17:23:03,193 DEBUG realtime._async.client | Retry 4/5: Next attempt in 8.00s (backoff=1.0s)
2026-05-19 17:23:03,194 DEBUG websockets.client | < EOF
2026-05-19 17:23:03,194 DEBUG websockets.client | = connection is CLOSED
2026-05-19 17:23:11,212 DEBUG websockets.client | = connection is CONNECTING
2026-05-19 17:23:11,246 DEBUG websockets.client | > GET /realtime/v1/websocket?apikey=YOUR_KEY_HERE HTTP/1.1
2026-05-19 17:23:11,246 DEBUG websockets.client | > Host: gsdrcyrduxbrxgsvhxvr.supabase.co
2026-05-19 17:23:11,246 DEBUG websockets.client | > Upgrade: websocket
2026-05-19 17:23:11,246 DEBUG websockets.client | > Connection: Upgrade
2026-05-19 17:23:11,246 DEBUG websockets.client | > Sec-WebSocket-Key: QLV+PSH9gh8CY3ww3Hkdig==
2026-05-19 17:23:11,246 DEBUG websockets.client | > Sec-WebSocket-Version: 13
2026-05-19 17:23:11,246 DEBUG websockets.client | > Sec-WebSocket-Extensions: permessage-deflate; client_max_window_bits
2026-05-19 17:23:11,246 DEBUG websockets.client | > User-Agent: Python/3.13 websockets/15.0.1
2026-05-19 17:23:11,273 DEBUG websockets.client | < HTTP/1.1 401 Unauthorized
2026-05-19 17:23:11,273 DEBUG websockets.client | < Date: Tue, 19 May 2026 14:23:59 GMT
2026-05-19 17:23:11,273 DEBUG websockets.client | < Content-Type: application/json;charset=UTF-8
2026-05-19 17:23:11,273 DEBUG websockets.client | < Content-Length: 99
2026-05-19 17:23:11,274 DEBUG websockets.client | < Connection: keep-alive
2026-05-19 17:23:11,274 DEBUG websockets.client | < Access-Control-Allow-Origin: *
2026-05-19 17:23:11,274 DEBUG websockets.client | < Access-Control-Allow-Methods: GET,HEAD,PUT,PATCH,POST,DELETE,OPTIONS,TRACE,CONNECT
2026-05-19 17:23:11,274 DEBUG websockets.client | < Access-Control-Max-Age: 3600
2026-05-19 17:23:11,274 DEBUG websockets.client | < sb-gateway-version: 1
2026-05-19 17:23:11,274 DEBUG websockets.client | < sb-project-ref: gsdrcyrduxbrxgsvhxvr
2026-05-19 17:23:11,274 DEBUG websockets.client | < sb-request-id: 019e409f-4251-70f2-ac0e-cfb570dc670b
2026-05-19 17:23:11,274 DEBUG websockets.client | < Set-Cookie: __cf_bm=7htrm.NpukjYq1f1Md4Q8LDt0Yp5vWQd6uKV.dkUmUQ-1779200639-1.0.1.1-vTz.XRaPQ1V8T6WWrx0jKPgSha1dyjBLgnD3oQZeNiMyLtzoBxQrysxbBo9we.sIbC3YUaG_9PPUQRdqcrc6IaxY39rEIcXDCYJq0KRWQvc; path=/; expires=Tue, 19-May-26 14:53:59 GMT; domain=.supabase.co; HttpOnly; Secure; SameSite=None
2026-05-19 17:23:11,274 DEBUG websockets.client | < Strict-Transport-Security: max-age=31536000; includeSubDomains; preload
2026-05-19 17:23:11,275 DEBUG websockets.client | < Server: cloudflare
2026-05-19 17:23:11,275 DEBUG websockets.client | < CF-RAY: 9fe3c33d3d883d7c-TLV
2026-05-19 17:23:11,275 DEBUG websockets.client | < alt-svc: h3=":443"; ma=86400
2026-05-19 17:23:11,275 DEBUG websockets.client | < [body] (99 bytes)
2026-05-19 17:23:11,275 DEBUG websockets.client | > EOF
2026-05-19 17:23:11,275 DEBUG websockets.client | x closing TCP connection
2026-05-19 17:23:11,276 ERROR realtime._async.client | Connection attempt failed: server rejected WebSocket connection: HTTP 401
2026-05-19 17:23:11,276 ERROR realtime._async.client | Connection failed permanently after 5 attempts. Error: server rejected WebSocket connection: HTTP 401
2026-05-19 17:23:11,276 ERROR realtime_watcher.listener | Realtime subscription loop error (server rejected WebSocket connection: HTTP 401). Reconnecting in 3.0s...
Traceback (most recent call last):
  File "/Users/jeremyjacob/Documents/Coding Projects/Kartiseret/NewScraping-August2025/backend/config/realtime/realtime_watcher.py", line 155, in _subscribe_forever
    await client.realtime.connect()
  File "/Users/jeremyjacob/Documents/Coding Projects/Kartiseret/NewScraping-August2025/.venv/lib/python3.13/site-packages/realtime/_async/client.py", line 170, in connect
    ws = await connect(self.url)
         ^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/jeremyjacob/Documents/Coding Projects/Kartiseret/NewScraping-August2025/.venv/lib/python3.13/site-packages/websockets/asyncio/client.py", line 543, in __await_impl__
    await self.connection.handshake(
    ...<2 lines>...
    )
  File "/Users/jeremyjacob/Documents/Coding Projects/Kartiseret/NewScraping-August2025/.venv/lib/python3.13/site-packages/websockets/asyncio/client.py", line 114, in handshake
    raise self.protocol.handshake_exc
  File "/Users/jeremyjacob/Documents/Coding Projects/Kartiseret/NewScraping-August2025/.venv/lib/python3.13/site-packages/websockets/client.py", line 325, in parse
    self.process_response(response)
    ~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^
  File "/Users/jeremyjacob/Documents/Coding Projects/Kartiseret/NewScraping-August2025/.venv/lib/python3.13/site-packages/websockets/client.py", line 142, in process_response
    raise InvalidStatus(response)
websockets.exceptions.InvalidStatus: server rejected WebSocket connection: HTTP 401
2026-05-19 17:23:11,279 DEBUG websockets.client | < EOF
2026-05-19 17:23:11,279 DEBUG websockets.client | = connection is CLOSED
2026-05-19 17:23:14,279 DEBUG realtime._async.client | send: {"event":"phx_leave","payload":{},"topic":"realtime:realtime-watcher-1779200575","ref":"1","join_ref":null}
2026-05-19 17:23:14,298 DEBUG realtime._async.client | Attempting to connect to WebSocket at wss://gsdrcyrduxbrxgsvhxvr.supabase.co/realtime/v1/websocket?apikey=YOUR_KEY_HERE
2026-05-19 17:23:14,312 DEBUG websockets.client | = connection is CONNECTING
2026-05-19 17:23:14,344 DEBUG websockets.client | > GET /realtime/v1/websocket?apikey=YOUR_KEY_HERE HTTP/1.1
2026-05-19 17:23:14,345 DEBUG websockets.client | > Host: gsdrcyrduxbrxgsvhxvr.supabase.co
2026-05-19 17:23:14,345 DEBUG websockets.client | > Upgrade: websocket
2026-05-19 17:23:14,345 DEBUG websockets.client | > Connection: Upgrade
2026-05-19 17:23:14,345 DEBUG websockets.client | > Sec-WebSocket-Key: M81n8+Ja7Ha1ZtU5/OwoQA==
2026-05-19 17:23:14,345 DEBUG websockets.client | > Sec-WebSocket-Version: 13
2026-05-19 17:23:14,345 DEBUG websockets.client | > Sec-WebSocket-Extensions: permessage-deflate; client_max_window_bits
2026-05-19 17:23:14,345 DEBUG websockets.client | > User-Agent: Python/3.13 websockets/15.0.1
2026-05-19 17:23:14,373 DEBUG websockets.client | < HTTP/1.1 401 Unauthorized
2026-05-19 17:23:14,373 DEBUG websockets.client | < Date: Tue, 19 May 2026 14:24:02 GMT
2026-05-19 17:23:14,373 DEBUG websockets.client | < Content-Type: application/json;charset=UTF-8
2026-05-19 17:23:14,373 DEBUG websockets.client | < Content-Length: 99
2026-05-19 17:23:14,373 DEBUG websockets.client | < Connection: keep-alive
2026-05-19 17:23:14,374 DEBUG websockets.client | < Access-Control-Allow-Origin: *
2026-05-19 17:23:14,374 DEBUG websockets.client | < Access-Control-Allow-Methods: GET,HEAD,PUT,PATCH,POST,DELETE,OPTIONS,TRACE,CONNECT
2026-05-19 17:23:14,374 DEBUG websockets.client | < Access-Control-Max-Age: 3600
2026-05-19 17:23:14,374 DEBUG websockets.client | < sb-gateway-version: 1
2026-05-19 17:23:14,374 DEBUG websockets.client | < sb-project-ref: gsdrcyrduxbrxgsvhxvr
2026-05-19 17:23:14,374 DEBUG websockets.client | < sb-request-id: 019e409f-4e6c-7cc8-b2ed-8400d5315591
2026-05-19 17:23:14,374 DEBUG websockets.client | < Set-Cookie: __cf_bm=H8geHQz2VP1LJtkukyWqJu3uUMAz6CrUBKb5njpULp4-1779200642-1.0.1.1-wM_njI7pa6mfTGjOk6gmqiQladDpl99RugH68Tia2UwcnO30uhtOSJB9n8D0eV9Ue.pDhQEwL5FT5RZm1LZWaJu7QzYGsyLBrfoUVCVJqjQ; path=/; expires=Tue, 19-May-26 14:54:02 GMT; domain=.supabase.co; HttpOnly; Secure; SameSite=None
2026-05-19 17:23:14,374 DEBUG websockets.client | < Strict-Transport-Security: max-age=31536000; includeSubDomains; preload
2026-05-19 17:23:14,374 DEBUG websockets.client | < Server: cloudflare
2026-05-19 17:23:14,374 DEBUG websockets.client | < CF-RAY: 9fe3c3509d4a3d7c-TLV
2026-05-19 17:23:14,374 DEBUG websockets.client | < alt-svc: h3=":443"; ma=86400
2026-05-19 17:23:14,375 DEBUG websockets.client | < [body] (99 bytes)
2026-05-19 17:23:14,375 DEBUG websockets.client | > EOF
2026-05-19 17:23:14,375 DEBUG websockets.client | x closing TCP connection
2026-05-19 17:23:14,375 ERROR realtime._async.client | Connection attempt failed: server rejected WebSocket connection: HTTP 401
2026-05-19 17:23:14,375 DEBUG realtime._async.client | Retry 1/5: Next attempt in 1.00s (backoff=1.0s)
2026-05-19 17:23:14,376 DEBUG websockets.client | < EOF
2026-05-19 17:23:14,376 DEBUG websockets.client | = connection is CLOSED
2026-05-19 17:23:15,395 DEBUG websockets.client | = connection is CONNECTING
2026-05-19 17:23:15,430 DEBUG websockets.client | > GET /realtime/v1/websocket?apikey=YOUR_KEY_HERE HTTP/1.1
2026-05-19 17:23:15,431 DEBUG websockets.client | > Host: gsdrcyrduxbrxgsvhxvr.supabase.co
2026-05-19 17:23:15,431 DEBUG websockets.client | > Upgrade: websocket
2026-05-19 17:23:15,431 DEBUG websockets.client | > Connection: Upgrade
2026-05-19 17:23:15,431 DEBUG websockets.client | > Sec-WebSocket-Key: SgdwQUFT6L2CnRDEKTyqLA==
2026-05-19 17:23:15,431 DEBUG websockets.client | > Sec-WebSocket-Version: 13
2026-05-19 17:23:15,431 DEBUG websockets.client | > Sec-WebSocket-Extensions: permessage-deflate; client_max_window_bits
2026-05-19 17:23:15,431 DEBUG websockets.client | > User-Agent: Python/3.13 websockets/15.0.1
2026-05-19 17:23:15,458 DEBUG websockets.client | < HTTP/1.1 401 Unauthorized
2026-05-19 17:23:15,459 DEBUG websockets.client | < Date: Tue, 19 May 2026 14:24:03 GMT
2026-05-19 17:23:15,459 DEBUG websockets.client | < Content-Type: application/json;charset=UTF-8
2026-05-19 17:23:15,459 DEBUG websockets.client | < Content-Length: 99
2026-05-19 17:23:15,459 DEBUG websockets.client | < Connection: keep-alive
2026-05-19 17:23:15,459 DEBUG websockets.client | < Access-Control-Allow-Origin: *
2026-05-19 17:23:15,459 DEBUG websockets.client | < Access-Control-Allow-Methods: GET,HEAD,PUT,PATCH,POST,DELETE,OPTIONS,TRACE,CONNECT
2026-05-19 17:23:15,459 DEBUG websockets.client | < Access-Control-Max-Age: 3600
2026-05-19 17:23:15,459 DEBUG websockets.client | < sb-gateway-version: 1
2026-05-19 17:23:15,459 DEBUG websockets.client | < sb-project-ref: gsdrcyrduxbrxgsvhxvr
2026-05-19 17:23:15,459 DEBUG websockets.client | < sb-request-id: 019e409f-52a8-79fa-9045-4e48b8216865
2026-05-19 17:23:15,460 DEBUG websockets.client | < Set-Cookie: __cf_bm=JhvHuNQZaZayvRSeNT.e5L8AMTO8QWPLOI6nkzqzmrc-1779200643-1.0.1.1-cTINumDnMs0MkGMysXvUcIah0c0MC4uBJnpNAMEAO36tw4ZwTL6_E3_nydDTUaTpAOiMlT5GpoCOpE7D4HIr49tYWlDJFsM3vD9Xt.psBtw; path=/; expires=Tue, 19-May-26 14:54:03 GMT; domain=.supabase.co; HttpOnly; Secure; SameSite=None
2026-05-19 17:23:15,460 DEBUG websockets.client | < Strict-Transport-Security: max-age=31536000; includeSubDomains; preload
2026-05-19 17:23:15,460 DEBUG websockets.client | < Server: cloudflare
2026-05-19 17:23:15,460 DEBUG websockets.client | < CF-RAY: 9fe3c3576834e8f3-TLV
2026-05-19 17:23:15,460 DEBUG websockets.client | < alt-svc: h3=":443"; ma=86400
2026-05-19 17:23:15,460 DEBUG websockets.client | < [body] (99 bytes)
2026-05-19 17:23:15,460 DEBUG websockets.client | > EOF
2026-05-19 17:23:15,461 DEBUG websockets.client | x closing TCP connection
2026-05-19 17:23:15,461 ERROR realtime._async.client | Connection attempt failed: server rejected WebSocket connection: HTTP 401
2026-05-19 17:23:15,461 DEBUG realtime._async.client | Retry 2/5: Next attempt in 2.00s (backoff=1.0s)
2026-05-19 17:23:15,461 DEBUG websockets.client | < EOF
2026-05-19 17:23:15,462 DEBUG websockets.client | = connection is CLOSED
2026-05-19 17:23:17,479 DEBUG websockets.client | = connection is CONNECTING
2026-05-19 17:23:17,525 DEBUG websockets.client | > GET /realtime/v1/websocket?apikey=YOUR_KEY_HERE HTTP/1.1
2026-05-19 17:23:17,525 DEBUG websockets.client | > Host: gsdrcyrduxbrxgsvhxvr.supabase.co
2026-05-19 17:23:17,525 DEBUG websockets.client | > Upgrade: websocket
2026-05-19 17:23:17,526 DEBUG websockets.client | > Connection: Upgrade
2026-05-19 17:23:17,526 DEBUG websockets.client | > Sec-WebSocket-Key: QvIyUHPKLpRbHlkVaXAQFQ==
2026-05-19 17:23:17,526 DEBUG websockets.client | > Sec-WebSocket-Version: 13
2026-05-19 17:23:17,526 DEBUG websockets.client | > Sec-WebSocket-Extensions: permessage-deflate; client_max_window_bits
2026-05-19 17:23:17,526 DEBUG websockets.client | > User-Agent: Python/3.13 websockets/15.0.1
2026-05-19 17:23:17,557 DEBUG websockets.client | < HTTP/1.1 401 Unauthorized
2026-05-19 17:23:17,557 DEBUG websockets.client | < Date: Tue, 19 May 2026 14:24:05 GMT
2026-05-19 17:23:17,557 DEBUG websockets.client | < Content-Type: application/json;charset=UTF-8
2026-05-19 17:23:17,557 DEBUG websockets.client | < Content-Length: 99
2026-05-19 17:23:17,558 DEBUG websockets.client | < Connection: keep-alive
2026-05-19 17:23:17,558 DEBUG websockets.client | < Access-Control-Allow-Origin: *
2026-05-19 17:23:17,558 DEBUG websockets.client | < Access-Control-Allow-Methods: GET,HEAD,PUT,PATCH,POST,DELETE,OPTIONS,TRACE,CONNECT
2026-05-19 17:23:17,558 DEBUG websockets.client | < Access-Control-Max-Age: 3600
2026-05-19 17:23:17,558 DEBUG websockets.client | < sb-gateway-version: 1
2026-05-19 17:23:17,558 DEBUG websockets.client | < sb-project-ref: gsdrcyrduxbrxgsvhxvr
2026-05-19 17:23:17,558 DEBUG websockets.client | < sb-request-id: 019e409f-5adb-74f5-9090-de7d0333106f
2026-05-19 17:23:17,558 DEBUG websockets.client | < Set-Cookie: __cf_bm=hE2Il_dAbEL23HrdOiCF2_zkfN0JlKlQ3lSvKQNrV3w-1779200645-1.0.1.1-AIZ8STx0rR6qiL41r_R5hhSXalOEk_oR6g3VAOnaJo2b7NEfUGzPoiezECNig85sSm4HTWi1pMToDw5ydYLVbY1fPN4sFOOuVTODDGESrCg; path=/; expires=Tue, 19-May-26 14:54:05 GMT; domain=.supabase.co; HttpOnly; Secure; SameSite=None
2026-05-19 17:23:17,558 DEBUG websockets.client | < Strict-Transport-Security: max-age=31536000; includeSubDomains; preload
2026-05-19 17:23:17,558 DEBUG websockets.client | < Server: cloudflare
2026-05-19 17:23:17,558 DEBUG websockets.client | < CF-RAY: 9fe3c3647e3b54b5-TLV
2026-05-19 17:23:17,559 DEBUG websockets.client | < alt-svc: h3=":443"; ma=86400
2026-05-19 17:23:17,559 DEBUG websockets.client | < [body] (99 bytes)
2026-05-19 17:23:17,559 DEBUG websockets.client | > EOF
2026-05-19 17:23:17,559 DEBUG websockets.client | x closing TCP connection
2026-05-19 17:23:17,559 ERROR realtime._async.client | Connection attempt failed: server rejected WebSocket connection: HTTP 401
2026-05-19 17:23:17,560 DEBUG realtime._async.client | Retry 3/5: Next attempt in 4.00s (backoff=1.0s)
2026-05-19 17:23:17,560 DEBUG websockets.client | < EOF
2026-05-19 17:23:17,560 DEBUG websockets.client | = connection is CLOSED
2026-05-19 17:23:21,577 DEBUG websockets.client | = connection is CONNECTING
2026-05-19 17:23:21,611 DEBUG websockets.client | > GET /realtime/v1/websocket?apikey=YOUR_KEY_HERE HTTP/1.1
2026-05-19 17:23:21,611 DEBUG websockets.client | > Host: gsdrcyrduxbrxgsvhxvr.supabase.co
2026-05-19 17:23:21,611 DEBUG websockets.client | > Upgrade: websocket
2026-05-19 17:23:21,611 DEBUG websockets.client | > Connection: Upgrade
2026-05-19 17:23:21,611 DEBUG websockets.client | > Sec-WebSocket-Key: TwmDNvrIvondEE3jIlju/g==
2026-05-19 17:23:21,611 DEBUG websockets.client | > Sec-WebSocket-Version: 13
2026-05-19 17:23:21,611 DEBUG websockets.client | > Sec-WebSocket-Extensions: permessage-deflate; client_max_window_bits
2026-05-19 17:23:21,612 DEBUG websockets.client | > User-Agent: Python/3.13 websockets/15.0.1
2026-05-19 17:23:21,651 DEBUG websockets.client | < HTTP/1.1 401 Unauthorized
2026-05-19 17:23:21,651 DEBUG websockets.client | < Date: Tue, 19 May 2026 14:24:09 GMT
2026-05-19 17:23:21,651 DEBUG websockets.client | < Content-Type: application/json;charset=UTF-8
2026-05-19 17:23:21,651 DEBUG websockets.client | < Content-Length: 99
2026-05-19 17:23:21,651 DEBUG websockets.client | < Connection: keep-alive
2026-05-19 17:23:21,651 DEBUG websockets.client | < Access-Control-Allow-Origin: *
2026-05-19 17:23:21,652 DEBUG websockets.client | < Access-Control-Allow-Methods: GET,HEAD,PUT,PATCH,POST,DELETE,OPTIONS,TRACE,CONNECT
2026-05-19 17:23:21,652 DEBUG websockets.client | < Access-Control-Max-Age: 3600
2026-05-19 17:23:21,652 DEBUG websockets.client | < sb-gateway-version: 1
2026-05-19 17:23:21,652 DEBUG websockets.client | < sb-project-ref: gsdrcyrduxbrxgsvhxvr
2026-05-19 17:23:21,652 DEBUG websockets.client | < sb-request-id: 019e409f-6ad7-7283-9973-45a27331d945
2026-05-19 17:23:21,652 DEBUG websockets.client | < Set-Cookie: __cf_bm=38mVcUEFL.wh4xpkUPTMsZPTeXc4QgbuOGAwh9kHE4g-1779200649-1.0.1.1-n9wEe34FofWFFnQWzSUCq66KF7v475g8whHcGEkCeq_EEOdzMYXtjxsKpnibgdnCprv0ktbKMOsIRZ1Yc3fBqTVvjv5R0kA3XC.hkkAfdAM; path=/; expires=Tue, 19-May-26 14:54:09 GMT; domain=.supabase.co; HttpOnly; Secure; SameSite=None
2026-05-19 17:23:21,652 DEBUG websockets.client | < Strict-Transport-Security: max-age=31536000; includeSubDomains; preload
2026-05-19 17:23:21,652 DEBUG websockets.client | < Server: cloudflare
2026-05-19 17:23:21,652 DEBUG websockets.client | < CF-RAY: 9fe3c37e083354b5-TLV
2026-05-19 17:23:21,652 DEBUG websockets.client | < alt-svc: h3=":443"; ma=86400
2026-05-19 17:23:21,652 DEBUG websockets.client | < [body] (99 bytes)
2026-05-19 17:23:21,653 DEBUG websockets.client | > EOF
2026-05-19 17:23:21,653 DEBUG websockets.client | x closing TCP connection
2026-05-19 17:23:21,653 ERROR realtime._async.client | Connection attempt failed: server rejected WebSocket connection: HTTP 401
2026-05-19 17:23:21,653 DEBUG realtime._async.client | Retry 4/5: Next attempt in 8.00s (backoff=1.0s)
2026-05-19 17:23:21,654 DEBUG websockets.client | < EOF
2026-05-19 17:23:21,654 DEBUG websockets.client | = connection is CLOSED
2026-05-19 17:23:29,671 DEBUG websockets.client | = connection is CONNECTING
2026-05-19 17:23:29,704 DEBUG websockets.client | > GET /realtime/v1/websocket?apikey=YOUR_KEY_HERE HTTP/1.1
2026-05-19 17:23:29,704 DEBUG websockets.client | > Host: gsdrcyrduxbrxgsvhxvr.supabase.co
2026-05-19 17:23:29,704 DEBUG websockets.client | > Upgrade: websocket
2026-05-19 17:23:29,704 DEBUG websockets.client | > Connection: Upgrade
2026-05-19 17:23:29,704 DEBUG websockets.client | > Sec-WebSocket-Key: fvWVllZFOGRc0tye6FzQLA==
2026-05-19 17:23:29,705 DEBUG websockets.client | > Sec-WebSocket-Version: 13
2026-05-19 17:23:29,705 DEBUG websockets.client | > Sec-WebSocket-Extensions: permessage-deflate; client_max_window_bits
2026-05-19 17:23:29,705 DEBUG websockets.client | > User-Agent: Python/3.13 websockets/15.0.1
2026-05-19 17:23:29,737 DEBUG websockets.client | < HTTP/1.1 401 Unauthorized
2026-05-19 17:23:29,737 DEBUG websockets.client | < Date: Tue, 19 May 2026 14:24:18 GMT
2026-05-19 17:23:29,737 DEBUG websockets.client | < Content-Type: application/json;charset=UTF-8
2026-05-19 17:23:29,737 DEBUG websockets.client | < Content-Length: 99
2026-05-19 17:23:29,737 DEBUG websockets.client | < Connection: keep-alive
2026-05-19 17:23:29,737 DEBUG websockets.client | < Access-Control-Allow-Origin: *
2026-05-19 17:23:29,737 DEBUG websockets.client | < Access-Control-Allow-Methods: GET,HEAD,PUT,PATCH,POST,DELETE,OPTIONS,TRACE,CONNECT
2026-05-19 17:23:29,737 DEBUG websockets.client | < Access-Control-Max-Age: 3600
2026-05-19 17:23:29,738 DEBUG websockets.client | < sb-gateway-version: 1
2026-05-19 17:23:29,738 DEBUG websockets.client | < sb-project-ref: gsdrcyrduxbrxgsvhxvr
2026-05-19 17:23:29,738 DEBUG websockets.client | < sb-request-id: 019e409f-8a6f-71de-a4fa-6b15c6bfa916
2026-05-19 17:23:29,738 DEBUG websockets.client | < Set-Cookie: __cf_bm=jOWlWd5RjBvDdt2KXRGFLBwJqeKnDH4447aDQauXmqw-1779200658-1.0.1.1-ZG88LX9doweHUeB1LpOeKa_EBw7S4NodJ634Kg0aaLzIzI7G2oMBIpWI61HUDXSFsmTwd0YBI7pv1tWBywspwLquxTtcsRs1jqx.xf7H5IU; path=/; expires=Tue, 19-May-26 14:54:18 GMT; domain=.supabase.co; HttpOnly; Secure; SameSite=None
2026-05-19 17:23:29,738 DEBUG websockets.client | < Strict-Transport-Security: max-age=31536000; includeSubDomains; preload
2026-05-19 17:23:29,738 DEBUG websockets.client | < Server: cloudflare
2026-05-19 17:23:29,738 DEBUG websockets.client | < CF-RAY: 9fe3c3b09a4064ec-TLV
2026-05-19 17:23:29,738 DEBUG websockets.client | < alt-svc: h3=":443"; ma=86400
2026-05-19 17:23:29,738 DEBUG websockets.client | < [body] (99 bytes)
2026-05-19 17:23:29,738 DEBUG websockets.client | > EOF
2026-05-19 17:23:29,738 DEBUG websockets.client | x closing TCP connection
2026-05-19 17:23:29,739 ERROR realtime._async.client | Connection attempt failed: server rejected WebSocket connection: HTTP 401
