cinema,datetext,timetext,partialHref,title,snif,type
CC,25-01-09,17:20,5324,A Real Pain,Beer Sheva,R
CC,25-01-09,19:40,5324,A Real Pain,Beer Sheva,R
CC,25-01-09,22:00,5324,A Real Pain,Beer Sheva,R
CC,25-01-09,17:10,5324,A Real Pain,Chadera,R
CC,25-01-09,19:20,5324,A Real Pain,Chadera,R
CC,25-01-09,21:30,5324,A Real Pain,Chadera,R
CC,25-01-09,17:00,5324,A Real Pain,Ashdod,R
CC,25-01-09,19:20,5324,A Real Pain,Ashdod,R
CC,25-01-09,21:40,5324,A Real Pain,Ashdod,R
RH,25-01-09,16:50,44382,A Real Pain,Givataim,R
RH,25-01-09,19:40,44331,A Real Pain,Givataim,R
RH,25-01-09,21:50,44332,A Real Pain,Givataim,R
RH,25-01-09,16:45,17218,A Real Pain,Tel Aviv,R
RH,25-01-09,19:50,17222,A Real Pain,Tel Aviv,R
RH,25-01-09,21:50,17223,A Real Pain,Tel Aviv,R
RH,25-01-09,17:00,21428,A Real Pain,Kiryat Ono,R
RH,25-01-09,19:30,21429,A Real Pain,Kiryat Ono,R
RH,25-01-09,21:50,21430,A Real Pain,Kiryat Ono,R
LC,25-01-09,11:00,563746,Anora,Tel Aviv,R
LC,25-01-09,16:15,563748,Anora,Tel Aviv,R
LC,25-01-09,21:30,563747,Anora,Tel Aviv,R
LC,25-01-09,18:45,563619,Anora,Raanana,R
YP,25-01-09,14:30,67220,Anora,Rishon Letzion,R
YP,25-01-09,14:10,47490,Anora,Ayalon,R
YP,25-01-09,20:10,47466,Anora,Ayalon,R
CC,25-01-09,14:40,5386,Anora,Glilot,R
YP,25-01-09,14:10,73783,Anora,Haifa,R
LC,25-01-09,13:50,563742,Babygirl,Tel Aviv,R
LC,25-01-09,16:15,563743,Babygirl,Tel Aviv,R
LC,25-01-09,19:10,563744,Babygirl,Tel Aviv,R
LC,25-01-09,22:10,563745,Babygirl,Tel Aviv,R
LC,25-01-09,19:10,563616,Babygirl,Raanana,R
LC,25-01-09,21:30,563617,Babygirl,Raanana,R
LC,25-01-09,18:30,563948,Babygirl,Ramat Hasharon,R
LC,25-01-09,21:00,563976,Babygirl,Jerusalem,R
HC,25-01-09,19:50,2859,Babygirl,Carmiel,R
HC,25-01-09,19:50,2859,Babygirl,Nahariya,R
HC,25-01-09,22:30,2859,Babygirl,Nahariya,R
HC,25-01-09,14:45,2859,Babygirl,Kiryat Bialik,R
HC,25-01-09,17:10,2859,Babygirl,Kiryat Bialik,R
HC,25-01-09,19:40,2859,Babygirl,Kiryat Bialik,R
HC,25-01-09,22:10,2859,Babygirl,Kiryat Bialik,R
HC,25-01-09,23:40,2859,Babygirl,Kiryat Bialik,R
HC,25-01-09,19:40,2859,Babygirl,Haifa,R
HC,25-01-09,19:45,2859,Babygirl,Petach Tikvah,R
HC,25-01-09,19:00,2859,Babygirl,Modiin,R
HC,25-01-09,21:30,2859,Babygirl,Modiin,R
HC,25-01-09,19:20,2859,Babygirl,Rehovot,R
HC,25-01-09,21:50,2859,Babygirl,Rehovot,R
HC,25-01-09,20:05,2859,Babygirl,Ashdod,R
HC,25-01-09,22:30,2859,Babygirl,Ashdod,R
HC,25-01-09,20:45,2859,Babygirl,Ashkelon,R
YP,25-01-09,15:10,67202,Babygirl,Rishon Letzion,R
YP,25-01-09,17:30,67203,Babygirl,Rishon Letzion,R
YP,25-01-09,19:50,67204,Babygirl,Rishon Letzion,R
YP,25-01-09,19:50,67211,Babygirl,Rishon Letzion,R
YP,25-01-09,22:10,67205,Babygirl,Rishon Letzion,R
YP,25-01-09,22:10,67212,Babygirl,Rishon Letzion,R
YP,25-01-09,00:30,67282,Babygirl,Rishon Letzion,R
YP,25-01-09,00:30,67284,Babygirl,Rishon Letzion,R
YP,25-01-09,20:30,67263,Babygirl,Rishon Letzion,VIP
YP,25-01-09,23:00,67300,Babygirl,Rishon Letzion,VIP
YP,25-01-09,17:20,47711,Babygirl,Ayalon,R
YP,25-01-09,19:40,47712,Babygirl,Ayalon,R
YP,25-01-09,21:50,47595,Babygirl,Ayalon,R
YP,25-01-09,00:10,47596,Babygirl,Ayalon,R
YP,25-01-09,14:00,68592,Babygirl,Beer Sheva,R
YP,25-01-09,16:30,68593,Babygirl,Beer Sheva,R
YP,25-01-09,17:20,68712,Babygirl,Beer Sheva,R
YP,25-01-09,19:40,68713,Babygirl,Beer Sheva,R
YP,25-01-09,22:00,68714,Babygirl,Beer Sheva,R
YP,25-01-09,00:20,68739,Babygirl,Beer Sheva,R
YP,25-01-09,21:40,58478,Babygirl,Zichron Yaakov,R
YP,25-01-09,00:10,58447,Babygirl,Zichron Yaakov,R
YP,25-01-09,14:00,73934,Babygirl,Haifa,R
YP,25-01-09,16:30,73935,Babygirl,Haifa,R
YP,25-01-09,19:00,73936,Babygirl,Haifa,R
YP,25-01-09,19:10,73841,Babygirl,Haifa,R
YP,25-01-09,21:00,74199,Babygirl,Haifa,R
YP,25-01-09,21:30,73937,Babygirl,Haifa,R
YP,25-01-09,23:50,73938,Babygirl,Haifa,R
CC,25-01-09,15:30,5397,Babygirl,Glilot,R
CC,25-01-09,18:00,5397,Babygirl,Glilot,R
CC,25-01-09,19:20,5397,Babygirl,Glilot,R
CC,25-01-09,20:30,5397,Babygirl,Glilot,R
CC,25-01-09,22:00,5397,Babygirl,Glilot,R
CC,25-01-09,23:00,5397,Babygirl,Glilot,R
CC,25-01-09,00:10,5397,Babygirl,Glilot,R
YP,25-01-09,17:30,69057,Babygirl,Jerusalem,R
YP,25-01-09,19:50,69058,Babygirl,Jerusalem,R
YP,25-01-09,22:10,69059,Babygirl,Jerusalem,R
YP,25-01-09,00:30,69076,Babygirl,Jerusalem,R
CC,25-01-09,19:20,5397,Babygirl,Glilot,4DX
CC,25-01-09,22:00,5397,Babygirl,Glilot,4DX
CC,25-01-09,19:30,5397,Babygirl,Glilot,VIP
CC,25-01-09,11:10,5397,Babygirl,Rishon Letzion,R
CC,25-01-09,14:00,5397,Babygirl,Rishon Letzion,R
CC,25-01-09,19:20,5397,Babygirl,Rishon Letzion,R
CC,25-01-09,21:00,5397,Babygirl,Rishon Letzion,R
CC,25-01-09,22:10,5397,Babygirl,Rishon Letzion,R
CC,25-01-09,23:50,5397,Babygirl,Rishon Letzion,R
CC,25-01-09,00:00,5397,Babygirl,Rishon Letzion,VIP
CC,25-01-09,19:10,5397,Babygirl,Jerusalem,R
CC,25-01-09,21:50,5397,Babygirl,Jerusalem,R
CC,25-01-09,00:30,5397,Babygirl,Jerusalem,R
CC,25-01-09,19:30,5397,Babygirl,Kfar Saba,R
CC,25-01-09,22:10,5397,Babygirl,Kfar Saba,R
CC,25-01-09,19:30,5397,Babygirl,Netanya,R
CC,25-01-09,22:00,5397,Babygirl,Netanya,R
CC,25-01-09,20:50,5397,Babygirl,Netanya,Prime
CC,25-01-09,23:20,5397,Babygirl,Netanya,Prime
CC,25-01-09,18:40,5397,Babygirl,Beer Sheva,R
CC,25-01-09,21:30,5397,Babygirl,Beer Sheva,R
CC,25-01-09,19:30,5397,Babygirl,Chadera,R
CC,25-01-09,20:50,5397,Babygirl,Chadera,R
CC,25-01-09,22:00,5397,Babygirl,Chadera,R
CC,25-01-09,23:20,5397,Babygirl,Chadera,R
CC,25-01-09,19:10,5397,Babygirl,Ashdod,R
CC,25-01-09,20:20,5397,Babygirl,Ashdod,R
CC,25-01-09,21:50,5397,Babygirl,Ashdod,R
CC,25-01-09,23:30,5397,Babygirl,Ashdod,R
RH,25-01-09,19:30,44429,Babygirl,Givataim,R
RH,25-01-09,21:50,44430,Babygirl,Givataim,R
CC,25-01-09,23:00,5418,Better Man,Glilot,R
CC,25-01-09,13:30,5418,Better Man,Rishon Letzion,R
CC,25-01-09,21:50,5418,Better Man,Kfar Saba,Prime
YP,25-01-09,14:20,67209,Better Man,Rishon Letzion,R
YP,25-01-09,14:40,47807,Better Man,Ayalon,R
YP,25-01-09,19:00,68940,Better Man,Beer Sheva,R
YP,25-01-09,14:30,58216,Better Man,Zichron Yaakov,R
YP,25-01-09,17:15,58219,Better Man,Zichron Yaakov,R
YP,25-01-09,14:15,73872,Better Man,Haifa,R
YP,25-01-09,21:10,74096,Better Man,Haifa,R
YP,25-01-09,00:00,74121,Better Man,Haifa,R
YP,25-01-09,18:30,69123,Better Man,Jerusalem,R
YP,25-01-09,21:20,69124,Better Man,Jerusalem,R
HC,25-01-09,20:40,2880,Better Man,Kiryat Bialik,R
YP,25-01-09,00:15,74343,Cellar Door,Haifa,R
YP,25-01-09,17:05,47491,Cocorico,Ayalon,R
YP,25-01-09,15:30,69056,Cocorico,Jerusalem,R
CC,25-01-09,14:30,5378,Den of Thieves 2: Pantera,Glilot,R
CC,25-01-09,17:10,5378,Den of Thieves 2: Pantera,Glilot,R
CC,25-01-09,19:00,5378,Den of Thieves 2: Pantera,Glilot,R
CC,25-01-09,20:20,5378,Den of Thieves 2: Pantera,Glilot,R
CC,25-01-09,22:15,5378,Den of Thieves 2: Pantera,Glilot,R
CC,25-01-09,23:30,5378,Den of Thieves 2: Pantera,Glilot,R
ML,25-01-09,18:55,62272,Den of Thieves 2: Pantera,Carmiel,UPGRADE
ML,25-01-09,21:50,62273,Den of Thieves 2: Pantera,Carmiel,UPGRADE
ML,25-01-09,00:00,62274,Den of Thieves 2: Pantera,Carmiel,UPGRADE
CC,25-01-09,23:00,5378,Den of Thieves 2: Pantera,Glilot,VIP
CC,25-01-09,11:00,5378,Den of Thieves 2: Pantera,Rishon Letzion,R
CC,25-01-09,14:20,5378,Den of Thieves 2: Pantera,Rishon Letzion,R
CC,25-01-09,17:40,5378,Den of Thieves 2: Pantera,Rishon Letzion,R
CC,25-01-09,18:45,5378,Den of Thieves 2: Pantera,Rishon Letzion,R
CC,25-01-09,19:40,5378,Den of Thieves 2: Pantera,Rishon Letzion,R
CC,25-01-09,21:00,5378,Den of Thieves 2: Pantera,Rishon Letzion,R
CC,25-01-09,22:15,5378,Den of Thieves 2: Pantera,Rishon Letzion,R
CC,25-01-09,22:30,5378,Den of Thieves 2: Pantera,Rishon Letzion,R
CC,25-01-09,23:00,5378,Den of Thieves 2: Pantera,Rishon Letzion,R
CC,25-01-09,22:30,5378,Den of Thieves 2: Pantera,Rishon Letzion,VIP
CC,25-01-09,00:00,5378,Den of Thieves 2: Pantera,Rishon Letzion,VIP
CC,25-01-09,14:00,5378,Den of Thieves 2: Pantera,Jerusalem,R
CC,25-01-09,16:00,5378,Den of Thieves 2: Pantera,Jerusalem,R
CC,25-01-09,19:00,5378,Den of Thieves 2: Pantera,Jerusalem,R
CC,25-01-09,21:15,5378,Den of Thieves 2: Pantera,Jerusalem,R
CC,25-01-09,22:20,5378,Den of Thieves 2: Pantera,Jerusalem,R
CC,25-01-09,23:40,5378,Den of Thieves 2: Pantera,Jerusalem,R
CC,25-01-09,00:30,5378,Den of Thieves 2: Pantera,Jerusalem,R
CC,25-01-09,14:00,5378,Den of Thieves 2: Pantera,Kfar Saba,R
CC,25-01-09,18:30,5378,Den of Thieves 2: Pantera,Kfar Saba,R
CC,25-01-09,22:10,5378,Den of Thieves 2: Pantera,Kfar Saba,R
CC,25-01-09,14:00,5378,Den of Thieves 2: Pantera,Kfar Saba,Prime
CC,25-01-09,17:20,5378,Den of Thieves 2: Pantera,Kfar Saba,Prime
CC,25-01-09,17:40,5378,Den of Thieves 2: Pantera,Netanya,R
CC,25-01-09,19:00,5378,Den of Thieves 2: Pantera,Netanya,R
CC,25-01-09,21:00,5378,Den of Thieves 2: Pantera,Netanya,R
CC,25-01-09,22:10,5378,Den of Thieves 2: Pantera,Netanya,R
CC,25-01-09,23:10,5378,Den of Thieves 2: Pantera,Netanya,R
CC,25-01-09,15:20,5378,Den of Thieves 2: Pantera,Netanya,Prime
CC,25-01-09,16:30,5378,Den of Thieves 2: Pantera,Beer Sheva,R
CC,25-01-09,20:00,5378,Den of Thieves 2: Pantera,Beer Sheva,R
CC,25-01-09,22:00,5378,Den of Thieves 2: Pantera,Beer Sheva,R
CC,25-01-09,14:00,5378,Den of Thieves 2: Pantera,Chadera,R
CC,25-01-09,15:30,5378,Den of Thieves 2: Pantera,Chadera,R
CC,25-01-09,18:45,5378,Den of Thieves 2: Pantera,Chadera,R
CC,25-01-09,20:00,5378,Den of Thieves 2: Pantera,Chadera,R
CC,25-01-09,22:00,5378,Den of Thieves 2: Pantera,Chadera,R
CC,25-01-09,23:00,5378,Den of Thieves 2: Pantera,Chadera,R
CC,25-01-09,14:15,5378,Den of Thieves 2: Pantera,Ashdod,R
CC,25-01-09,15:45,5378,Den of Thieves 2: Pantera,Ashdod,R
CC,25-01-09,19:00,5378,Den of Thieves 2: Pantera,Ashdod,R
CC,25-01-09,20:30,5378,Den of Thieves 2: Pantera,Ashdod,R
CC,25-01-09,22:15,5378,Den of Thieves 2: Pantera,Ashdod,R
CC,25-01-09,23:00,5378,Den of Thieves 2: Pantera,Ashdod,R
ML,25-01-09,14:00,58701,Den of Thieves 2: Pantera,Haifa,UPGRADE
ML,25-01-09,19:20,58699,Den of Thieves 2: Pantera,Haifa,R
ML,25-01-09,22:15,58700,Den of Thieves 2: Pantera,Haifa,UPGRADE
ML,25-01-09,23:00,58702,Den of Thieves 2: Pantera,Haifa,R
ML,25-01-09,19:00,82174,Den of Thieves 2: Pantera,Netanya,R
ML,25-01-09,20:55,82173,Den of Thieves 2: Pantera,Netanya,UPGRADE
ML,25-01-09,22:10,82175,Den of Thieves 2: Pantera,Netanya,R
ML,25-01-09,00:00,82176,Den of Thieves 2: Pantera,Netanya,UPGRADE
ML,25-01-09,14:45,2043,Den of Thieves 2: Pantera,Glilot,UPGRADE
ML,25-01-09,20:00,2041,Den of Thieves 2: Pantera,Glilot,UPGRADE
ML,25-01-09,23:00,2044,Den of Thieves 2: Pantera,Glilot,UPGRADE
ML,25-01-09,00:20,2042,Den of Thieves 2: Pantera,Glilot,UPGRADE
LC,25-01-09,14:00,563764,Emilia Pérez,Tel Aviv,R
CC,25-01-09,19:00,5328,Emilia Pérez,Glilot,R
ML,25-01-09,21:55,62269,Gladiator II,Carmiel,R
ML,25-01-09,18:40,82169,Gladiator II,Netanya,R
HC,25-01-09,19:15,2768,Gladiator II,Kiryat Bialik,R
HC,25-01-09,22:15,2768,Gladiator II,Kiryat Bialik,R
HC,25-01-09,22:00,2768,Gladiator II,Modiin,R
CC,25-01-09,21:00,5327,Gladiator II,Glilot,R
CC,25-01-09,22:00,5327,Gladiator II,Rishon Letzion,R
CC,25-01-09,23:40,5327,Gladiator II,Jerusalem,R
CC,25-01-09,21:50,5327,Gladiator II,Beer Sheva,R
CC,25-01-09,21:00,5327,Gladiator II,Ashdod,R
YP,25-01-09,21:20,67242,Gladiator II,Rishon Letzion,R
YP,25-01-09,18:20,73991,Gladiator II,Haifa,R
YP,25-01-09,23:15,69041,Gladiator II,Jerusalem,R
ML,25-01-09,00:10,82150,Heretic,Netanya,R
YP,25-01-09,00:10,67297,Heretic,Rishon Letzion,R
YP,25-01-09,00:20,47494,Heretic,Ayalon,R
YP,25-01-09,00:30,68994,Heretic,Beer Sheva,R
CC,25-01-09,00:10,5354,Hounds of War,Glilot,R
CC,25-01-09,23:50,5354,Hounds of War,Jerusalem,R
ML,25-01-09,19:20,62263,Kraven the Hunter,Carmiel,R
ML,25-01-09,00:10,58690,Kraven the Hunter,Haifa,UPGRADE
ML,25-01-09,21:50,82163,Kraven the Hunter,Netanya,R
HC,25-01-09,21:20,2869,Kraven the Hunter,Kiryat Bialik,R
HC,25-01-09,20:50,2869,Kraven the Hunter,Rehovot,R
HC,25-01-09,22:20,2869,Kraven the Hunter,Ashdod,R
CC,25-01-09,23:20,4806,Kraven the Hunter,Glilot,R
CC,25-01-09,23:45,4806,Kraven the Hunter,Rishon Letzion,R
CC,25-01-09,23:50,4806,Kraven the Hunter,Jerusalem,R
CC,25-01-09,23:30,4806,Kraven the Hunter,Chadera,R
YP,25-01-09,19:10,67194,Kraven the Hunter,Rishon Letzion,R
YP,25-01-09,18:25,68567,Kraven the Hunter,Beer Sheva,R
YP,25-01-09,16:30,73840,Kraven the Hunter,Haifa,R
YP,25-01-09,14:20,68989,Kraven the Hunter,Jerusalem,R
LC,25-01-09,12:45,563763,La chambre des merveilles,Tel Aviv,R
LC,25-01-09,19:30,563762,La chambre des merveilles,Tel Aviv,R
LC,25-01-09,16:50,563623,La chambre des merveilles,Raanana,R
HC,25-01-09,14:40,2881,La chambre des merveilles,Kiryat Bialik,R
HC,25-01-09,19:10,2881,La chambre des merveilles,Kiryat Bialik,R
HC,25-01-09,19:30,2881,La chambre des merveilles,Rehovot,R
CC,25-01-09,16:50,5206,La chambre des merveilles,Glilot,R
CC,25-01-09,19:20,5206,La chambre des merveilles,Glilot,R
CC,25-01-09,21:40,5206,La chambre des merveilles,Glilot,R
CC,25-01-09,10:30,5206,La chambre des merveilles,Rishon Letzion,R
CC,25-01-09,13:10,5206,La chambre des merveilles,Rishon Letzion,R
CC,25-01-09,14:20,5206,La chambre des merveilles,Rishon Letzion,R
CC,25-01-09,18:30,5206,La chambre des merveilles,Rishon Letzion,R
CC,25-01-09,16:50,5206,La chambre des merveilles,Jerusalem,R
CC,25-01-09,19:10,5206,La chambre des merveilles,Jerusalem,R
CC,25-01-09,21:30,5206,La chambre des merveilles,Jerusalem,R
CC,25-01-09,19:10,5206,La chambre des merveilles,Kfar Saba,Prime
CC,25-01-09,19:00,5206,La chambre des merveilles,Chadera,R
CC,25-01-09,21:15,5206,La chambre des merveilles,Chadera,R
CC,25-01-09,17:00,5206,La chambre des merveilles,Chadera,Prime
CC,25-01-09,16:40,5206,La chambre des merveilles,Ashdod,R
CC,25-01-09,19:10,5206,La chambre des merveilles,Ashdod,R
CC,25-01-09,21:40,5206,La chambre des merveilles,Ashdod,R
HC,25-01-09,19:30,2874,Lee,Haifa,R
YP,25-01-09,19:05,47492,Lee,Ayalon,R
CC,25-01-09,21:40,5294,Matchmaking 2,Glilot,R
CC,25-01-09,21:30,5294,Matchmaking 2,Rishon Letzion,R
CC,25-01-09,19:50,5294,Matchmaking 2,Jerusalem,R
CC,25-01-09,22:20,5294,Matchmaking 2,Jerusalem,R
CC,25-01-09,23:30,5294,Matchmaking 2,Netanya,R
CC,25-01-09,21:30,5294,Matchmaking 2,Beer Sheva,R
CC,25-01-09,21:00,5294,Matchmaking 2,Ashdod,R
ML,25-01-09,19:35,62264,Moana 2,Carmiel,R
ML,25-01-09,19:00,58691,Moana 2,Haifa,R
ML,25-01-09,21:20,58692,Moana 2,Haifa,R
ML,25-01-09,20:05,82164,Moana 2,Netanya,R
HC,25-01-09,15:20,2805,Moana 2,Kiryat Bialik,R
HC,25-01-09,17:30,2805,Moana 2,Kiryat Bialik,R
HC,25-01-09,19:40,2805,Moana 2,Kiryat Bialik,R
HC,25-01-09,15:10,2805,Moana 2,Ashdod,R
CC,25-01-09,15:20,5214,Moana 2,Glilot,R
CC,25-01-09,20:20,5214,Moana 2,Glilot,R
CC,25-01-09,22:45,5214,Moana 2,Glilot,R
CC,25-01-09,11:30,5214,Moana 2,Rishon Letzion,R
CC,25-01-09,14:40,5214,Moana 2,Rishon Letzion,R
CC,25-01-09,17:10,5214,Moana 2,Rishon Letzion,R
CC,25-01-09,19:40,5214,Moana 2,Rishon Letzion,R
CC,25-01-09,14:30,5214,Moana 2,Jerusalem,R
CC,25-01-09,21:20,5214,Moana 2,Jerusalem,R
CC,25-01-09,16:00,5214,Moana 2,Kfar Saba,R
CC,25-01-09,18:30,5214,Moana 2,Kfar Saba,R
CC,25-01-09,18:40,5214,Moana 2,Netanya,R
CC,25-01-09,16:50,5214,Moana 2,Beer Sheva,R
CC,25-01-09,19:20,5214,Moana 2,Beer Sheva,R
CC,25-01-09,19:15,5214,Moana 2,Chadera,Prime
YP,25-01-09,17:20,67251,Moana 2,Rishon Letzion,R
YP,25-01-09,15:15,47710,Moana 2,Ayalon,R
YP,25-01-09,15:40,68894,Moana 2,Beer Sheva,R
ML,25-01-09,18:35,62257,Mufasa: The Lion King,Carmiel,UPGRADE
ML,25-01-09,21:20,62256,Mufasa: The Lion King,Carmiel,UPGRADE
ML,25-01-09,23:50,62258,Mufasa: The Lion King,Carmiel,UPGRADE
ML,25-01-09,13:50,58684,Mufasa: The Lion King,Haifa,UPGRADE
ML,25-01-09,18:40,58683,Mufasa: The Lion King,Haifa,UPGRADE
ML,25-01-09,21:10,58681,Mufasa: The Lion King,Haifa,UPGRADE
ML,25-01-09,23:45,58682,Mufasa: The Lion King,Haifa,UPGRADE
ML,25-01-09,17:35,82156,Mufasa: The Lion King,Netanya,UPGRADE
ML,25-01-09,20:15,82157,Mufasa: The Lion King,Netanya,UPGRADE
ML,25-01-09,23:00,82158,Mufasa: The Lion King,Netanya,UPGRADE
ML,25-01-09,21:50,2035,Mufasa: The Lion King,Glilot,UPGRADE
HC,25-01-09,16:50,2814,Mufasa: The Lion King,Kiryat Bialik,R
HC,25-01-09,19:55,2814,Mufasa: The Lion King,Kiryat Bialik,R
HC,25-01-09,20:50,2814,Mufasa: The Lion King,Kiryat Bialik,R
HC,25-01-09,21:50,2814,Mufasa: The Lion King,Kiryat Bialik,R
HC,25-01-09,23:20,2814,Mufasa: The Lion King,Kiryat Bialik,R
HC,25-01-09,22:20,2814,Mufasa: The Lion King,Modiin,R
HC,25-01-09,16:30,2814,Mufasa: The Lion King,Rehovot,R
HC,25-01-09,22:15,2814,Mufasa: The Lion King,Rehovot,R
HC,25-01-09,17:20,2814,Mufasa: The Lion King,Ashdod,R
HC,25-01-09,19:50,2814,Mufasa: The Lion King,Ashdod,R
CC,25-01-09,14:20,5135,Mufasa: The Lion King,Glilot,R
CC,25-01-09,17:00,5135,Mufasa: The Lion King,Glilot,R
CC,25-01-09,19:20,5135,Mufasa: The Lion King,Glilot,R
CC,25-01-09,20:30,5135,Mufasa: The Lion King,Glilot,R
CC,25-01-09,22:00,5135,Mufasa: The Lion King,Glilot,R
CC,25-01-09,23:10,5135,Mufasa: The Lion King,Glilot,R
YP,25-01-09,15:30,67247,Mufasa: The Lion King,Rishon Letzion,R
YP,25-01-09,18:00,67248,Mufasa: The Lion King,Rishon Letzion,R
YP,25-01-09,16:00,67206,Mufasa: The Lion King,Rishon Letzion,IMAX 3D
YP,25-01-09,18:30,67207,Mufasa: The Lion King,Rishon Letzion,IMAX 3D
YP,25-01-09,17:00,67268,Mufasa: The Lion King,Rishon Letzion,VIP
YP,25-01-09,19:30,67269,Mufasa: The Lion King,Rishon Letzion,VIP
YP,25-01-09,22:00,67270,Mufasa: The Lion King,Rishon Letzion,VIP
YP,25-01-09,00:30,67303,Mufasa: The Lion King,Rishon Letzion,VIP
YP,25-01-09,20:35,67249,Mufasa: The Lion King,Rishon Letzion,3D
YP,25-01-09,23:10,67296,Mufasa: The Lion King,Rishon Letzion,3D
CC,25-01-09,18:15,5135,Mufasa: The Lion King,Glilot,VIP
CC,25-01-09,10:40,5135,Mufasa: The Lion King,Rishon Letzion,R
CC,25-01-09,13:30,5135,Mufasa: The Lion King,Rishon Letzion,R
CC,25-01-09,16:15,5135,Mufasa: The Lion King,Rishon Letzion,R
CC,25-01-09,19:40,5135,Mufasa: The Lion King,Rishon Letzion,R
CC,25-01-09,20:50,5135,Mufasa: The Lion King,Rishon Letzion,R
CC,25-01-09,23:40,5135,Mufasa: The Lion King,Rishon Letzion,R
CC,25-01-09,14:20,5135,Mufasa: The Lion King,Jerusalem,R
CC,25-01-09,17:00,5135,Mufasa: The Lion King,Jerusalem,R
CC,25-01-09,20:10,5135,Mufasa: The Lion King,Jerusalem,R
CC,25-01-09,22:30,5135,Mufasa: The Lion King,Jerusalem,R
YP,25-01-09,14:00,47557,Mufasa: The Lion King,Ayalon,R
YP,25-01-09,16:30,47558,Mufasa: The Lion King,Ayalon,R
YP,25-01-09,19:20,47525,Mufasa: The Lion King,Ayalon,R
YP,25-01-09,21:50,47526,Mufasa: The Lion King,Ayalon,R
CC,25-01-09,19:00,5135,Mufasa: The Lion King,Kfar Saba,R
YP,25-01-09,14:00,68925,Mufasa: The Lion King,Beer Sheva,R
YP,25-01-09,16:30,68926,Mufasa: The Lion King,Beer Sheva,R
YP,25-01-09,20:00,68828,Mufasa: The Lion King,Beer Sheva,R
YP,25-01-09,22:30,68829,Mufasa: The Lion King,Beer Sheva,R
YP,25-01-09,16:00,68658,Mufasa: The Lion King,Beer Sheva,IMAX 3D
YP,25-01-09,18:30,68659,Mufasa: The Lion King,Beer Sheva,IMAX 3D
YP,25-01-09,19:30,68689,Mufasa: The Lion King,Beer Sheva,VIP
YP,25-01-09,22:00,68690,Mufasa: The Lion King,Beer Sheva,VIP
CC,25-01-09,15:20,5135,Mufasa: The Lion King,Netanya,R
CC,25-01-09,18:00,5135,Mufasa: The Lion King,Netanya,R
YP,25-01-09,20:00,58217,Mufasa: The Lion King,Zichron Yaakov,R
YP,25-01-09,22:30,58218,Mufasa: The Lion King,Zichron Yaakov,R
YP,25-01-09,22:00,58169,Mufasa: The Lion King,Zichron Yaakov,VIP
CC,25-01-09,15:30,5135,Mufasa: The Lion King,Beer Sheva,R
CC,25-01-09,19:00,5135,Mufasa: The Lion King,Beer Sheva,R
CC,25-01-09,21:50,5135,Mufasa: The Lion King,Beer Sheva,R
CC,25-01-09,16:30,5135,Mufasa: The Lion King,Chadera,R
CC,25-01-09,19:00,5135,Mufasa: The Lion King,Chadera,R
CC,25-01-09,21:30,5135,Mufasa: The Lion King,Chadera,R
CC,25-01-09,23:40,5135,Mufasa: The Lion King,Chadera,R
YP,25-01-09,14:30,74126,Mufasa: The Lion King,Haifa,R
YP,25-01-09,17:00,74268,Mufasa: The Lion King,Haifa,R
YP,25-01-09,19:40,74269,Mufasa: The Lion King,Haifa,R
YP,25-01-09,00:00,74088,Mufasa: The Lion King,Haifa,R
YP,25-01-09,17:30,74039,Mufasa: The Lion King,Haifa,VIP
YP,25-01-09,20:00,74040,Mufasa: The Lion King,Haifa,VIP
YP,25-01-09,22:30,74041,Mufasa: The Lion King,Haifa,VIP
YP,25-01-09,23:30,74024,Mufasa: The Lion King,Haifa,VIP
YP,25-01-09,18:45,74095,Mufasa: The Lion King,Haifa,3D
CC,25-01-09,16:10,5135,Mufasa: The Lion King,Ashdod,R
CC,25-01-09,18:50,5135,Mufasa: The Lion King,Ashdod,R
CC,25-01-09,19:50,5135,Mufasa: The Lion King,Ashdod,R
CC,25-01-09,21:30,5135,Mufasa: The Lion King,Ashdod,R
CC,25-01-09,22:45,5135,Mufasa: The Lion King,Ashdod,R
YP,25-01-09,14:00,68822,Mufasa: The Lion King,Jerusalem,IMAX 3D
YP,25-01-09,16:30,68823,Mufasa: The Lion King,Jerusalem,IMAX 3D
YP,25-01-09,19:00,68824,Mufasa: The Lion King,Jerusalem,IMAX 3D
YP,25-01-09,16:10,68756,Mufasa: The Lion King,Jerusalem,R
YP,25-01-09,18:45,68757,Mufasa: The Lion King,Jerusalem,R
YP,25-01-09,20:15,68853,Mufasa: The Lion King,Jerusalem,R
YP,25-01-09,21:15,68758,Mufasa: The Lion King,Jerusalem,R
YP,25-01-09,23:00,68871,Mufasa: The Lion King,Jerusalem,R
YP,25-01-09,23:45,68775,Mufasa: The Lion King,Jerusalem,R
RH,25-01-09,16:45,44360,Mufasa: The Lion King,Givataim,R
RH,25-01-09,19:20,44454,Mufasa: The Lion King,Givataim,R
RH,25-01-09,19:20,17227,Mufasa: The Lion King,Tel Aviv,R
RH,25-01-09,19:20,21495,Mufasa: The Lion King,Kiryat Ono,R
ML,25-01-09,21:50,62280,Nosferatu,Carmiel,R
ML,25-01-09,23:00,62281,Nosferatu,Carmiel,R
